word,root,suffixes
verin,veri,n
şaşırmıştı,şaşır,mıştı
soru,soru,
uçarak,uç,arak
yüzmeyi,yüzme,yi
suratlı,surat,lı
bu,bu,
defterinden,defter,inden
uçuşuyordu,uçuş,uyordu
falan,falan,
ekmeğimde,ekmek,imde
evet,evet,
köşeyi,köşe,yi
yığınının,yığın,ının
dokuyacaksın,doku,yacaksın
kirletiyorsun,kirlet,iyorsun
zorluk,zor,luk
bakacağız,bak,acakız
kırgın,kırgın,
tatillerimde,tatil,lerimde
hatırlıyorsunuz,hatırla,ıyorsunuz
şuursuzsun,şuur,suzsun
olsaydım,ol,saydım
dalacağız,dal,acakız
çarptırıp,çarp,tırıp
kilidimde,kilit,imde
deride,deri,de
roket,roket,
hatırlıyor,hatırla,ıyor
seramik,seramik,
yapabileceği,yap,abileceği
ah,ah,
karnabaharım,karnabahar,ım
vişneler,vişne,ler
okullar,okul,lar
getirmek,getir,mek
kuyruklarını,kuyruk,larını
salatalıkta,salatalık,ta
testerelerimde,testere,lerimde
ahşaplarımda,ahşap,larımda
sarı,sarı,
bende,bende,
kısılır,kısıl,ır
göllerimde,göl,lerimde
kınına,kın,ına
aklında,akıl,ında
peynirden,peynir,den
kaygan,kaygan,
giyecek,giy,ecek
demiştim,de,miştim
çıkmanın,çıkma,nın
gazeteler,gazete,ler
hurmadan,hurma,dan
şaşırtıcı,şaşırt,ıcı
satıyoruz,sat,ıyoruz
haham,haham,
gönüllülükle,gönüllü,lükle
kardeşte,kardeş,te
tamamlayamadan,tamamla,yamadan
fındık,fındık,
yararlanıp,yararlan,ıp
mahkumu,mahkum,u
dili,dil,i
dalmıştı,dal,mıştı
yatan,yat,an
tekrarlaması,tekrarla,ması
kamerada,kamera,da
griden,gri,den
saçlarını,saç,larını
geçsin,geç,sin
çatalı,çatal,ı
şunları,şu,nları
şaşırdı,şaşır,dı
sildi,sil,di
kalıyordu,kal,ıyordu
davransın,davran,sın
tarayıcıda,tarayıcı,da
saldırdılar,saldır,dılar
cevizimde,ceviz,imde
gittiğinde,git,tiğinde
inmeni,inme,ni
döküldüler,dök,üldüler
açıldığını,açıl,dığını
çaya,çay,a
ayıklayan,ayıkla,yan
pansiyon,pansiyon,
dediniz,de,diniz
oyum,o,yum
açıklamanın,açıkla,manın
sandı,san,dı
kesildi,kes,ildi
dayandığını,dayan,dığını
havaalanında,hava,alanında
sizinki,siz,inki
zamanın,zaman,ın
dönüyorsunuz,dön,üyorsunuz
plan,plan,
çocukta,çocuk,ta
çilek,çilek,
çocuklarımda,çocuk,larımda
söndükten,sön,dükten
greyfurtlarımda,greyfurt,larımda
gezilerimde,gezi,lerimde
sürerken,sür,erken
yazacak,yaz,acak
karışmış,karış,mış
gidiyorlar,git,iyorlar
brokoliden,brokoli,den
köprüden,köprü,den
uzanıp,uzan,ıp
boğmayın,boğ,mayın
yutuverir,yut,uverir
ikiniz,iki,niz
seyahatten,seyahat,ten
kıvır,kıvır,
gerekiyor,gerek,iyor
sorduğumda,sor,duğumda
elbiselerimde,elbise,lerimde
yapabilirsin,yap,abilirsin
içindeydi,içinde,ydi
özür,özür,
üzülme,üzül,me
merdivenlerden,merdiven,lerden
oysa,oysa,
ezginin,ezgin,in
atıyla,at,ıyla
bilgisayar,bilgisayar,
koyduğunu,koy,duğunu
anlatırken,anlat,ırken
düşüyor,düş,üyor
kolyede,kolye,de
brokolilerim,brokoli,lerim
brokolimde,brokoli,mde
hayır,hayır,
esneyecek,esne,yecek
koşuyor,koş,uyor
saçlarından,saç,larından
öğrenmiş,öğren,miş
ağaçta,ağaç,ta
gemi,gemi,
eteğim,etek,im
yaptırmaya,yap,tırmaya
yaklaşamadı,yaklaş,amadı
değişmesi,değiş,mesi
kalkıyorsun,kalk,ıyorsun
yüzleşeceğim,yüzleş,ecekim
kaybolana,kaybol,ana
olmamıştım,ol,mamıştım
güleceksin,gül,eceksin
mikrofonum,mikrofon,um
oynayacağız,oyna,yacakız
yaz,yaz,
hikayesini,hikaye,sini
gibi,gibi,
olamaz,ol,amaz
kazanıyorum,kazan,ıyorum
yaşlarla,yaş,larla
hoparlörümde,hoparlör,ümde
alacaksın,al,acaksın
çalışıyorsun,çalış,ıyorsun
kurt,kurt,
diğeri,diğer,i
atamamış,ata,mamış
somunlar,somun,lar
soyunma,soyun,ma
düzenliyorum,düzenle,iyorum
vanilyam,vanilya,m
ağaçların,ağaç,ların
temizliyorsunuz,temizle,iyorsunuz
aksırması,aksır,ması
ele,ele,
jinekoloğa,jinekolog,a
esniyor,esne,iyor
dinleniyorsun,dinlen,iyorsun
kürküm,kürk,üm
değer,değer,
dilerdim,dile,rdim
üyeleri,üye,leri
yararı,yarar,ı
yürüyüş,yürüyüş,
kaynaklandığını,kaynaklan,dığını
yürüyorsun,yürü,yorsun
izliyorsunuz,izle,iyorsunuz
verebileceğinden,ver,ebileceğinden
soğuk,soğuk,
verici,verici,
gücü,güç,ü
işitmedim,işit,medim
şuradaki,şura,daki
kimin,kimi,n
fırtınada,fırtına,da
değişiklik,değişik,lik
defterine,defter,ine
geldiğini,gel,diğini
baba,baba,
kemerimde,kemer,imde
soğanım,soğan,ım
bakışlarında,bakış,larında
sporum,spor,um
başından,baş,ından
pişireceğim,pişir,ecekim
dönüşecek,dönüş,ecek
tornavidam,tornavida,m
gerçekliğe,gerçek,liğe
içeriye,içeri,ye
ölüme,ölüm,e
fotoğraf,fotoğraf,
dalıyoruz,dal,ıyoruz
sakinleştim,sakin,leştim
yüzecek,yüz,ecek
restoranlarımda,restoran,larımda
seramikte,seramik,te
konukların,konuk,ların
tekrarlatmaya,tekrarla,tmaya
aşağılık,aşağı,lık
bahsedemezdiniz,bahset,emezdiniz
karşılarım,karşıla,rım
gelince,gelin,ce
değiştiğini,değiş,tiğini
kişisel,kişi,sel
anlama,anlam,a
temizleyeceğim,temizle,yecekim
sorunu,sorun,u
ödeme,ödeme,
çıkaracağım,çıkar,acakım
duyarak,duy,arak
olduğumu,ol,duğumu
bardak,bardak,
zıplıyorum,zıpla,ıyorum
derken,derk,en
nargilenin,nargile,nin
dereotum,dereotu,m
rafta,raf,ta
etkilemez,etkile,mez
işim,iş,im
bulunarak,bulun,arak
çekmecelerimde,çekmece,lerimde
çalışıyoruz,çalış,ıyoruz
hediyeler,hediye,ler
yiyemezsin,ye,iyemezsin
güneşte,güneş,te
keçiler,keçi,ler
oturttu,otur,ttu
dinliyorsunuz,dinle,iyorsunuz
alüminyumumda,alüminyum,umda
yetişmiyor,yetiş,miyor
başlıyorlar,başla,ıyorlar
gömleğimde,gömlek,imde
vermesine,ver,mesine
yetişmen,yetiş,men
herkese,herkes,e
kaybedecek,kaybet,ecek
benimki,ben,imki
marulumda,marul,umda
kesiyor,kes,iyor
sayın,sayın,
hakkındaki,hak,kındaki
kalmıştı,kal,mıştı
elleri,el,leri
sokabilir,sok,abilir
çalıştığını,çalış,tığını
çiziyorum,çiz,iyorum
söylenirken,söylen,irken
girerim,gir,erim
ağlamaya,ağla,maya
sakindir,sakin,dir
çekişle,çekiş,le
beynim,beyin,im
kavunlarımda,kavun,larımda
ediyor,et,iyor
kızdığı,kız,dığı
çatıdan,çatı,dan
ayvam,ayva,m
yüzmede,yüzme,de
odalarım,oda,larım
onların,onlar,ın
nasılsa,nasıl,sa
razı,razı,
kasada,kasa,da
kedi,kedi,
tıpayı,tıpa,yı
beğeneceksin,beğen,eceksin
öğrenciler,öğrenci,ler
onun,onun,
gülüyorum,gül,üyorum
dansın,dans,ın
girebilmenin,gir,ebilmenin
balkabağı,balkabağı,
yükselip,yüksel,ip
iniyorlar,in,iyorlar
soracaksın,sor,acaksın
macunum,macun,um
halletmek,hallet,mek
yanıt,yanıt,
düşüneceğim,düşün,ecekim
gerekçelerini,gerekçe,lerini
anla,anla,
çocukları,çocuk,ları
söylediğini,söyle,diğini
başlayacağı,başla,yacağı
ördeğin,ördek,in
olmalıydı,ol,malıydı
dolaplarım,dolap,larım
utanmalısın,utan,malısın
ocağa,ocak,a
şişeye,şişe,ye
geçirdi,geçir,di
yeşili,yeşil,i
dolaşmaya,dolaş,maya
kurbağaya,kurbağa,ya
döndüğümde,dön,düğümde
kazanı,kazan,ı
bowling,bowling,
sırıtıyor,sırıt,ıyor
yaklaşmakta,yaklaş,makta
unut,unut,
limanda,liman,da
çalışmak,çalış,mak
aldırmam,aldır,mam
denize,deniz,e
eğildi,eğil,di
yapıyorsunuz,yap,ıyorsunuz
hazırlanıyor,hazırla,nıyor
hazırlanmam,hazırla,nmam
niçin,niçin,
kahveler,kahve,ler
kıtayla,kıta,yla
hangisi,hangi,si
söylenenleri,söylen,enleri
değişir,değiş,ir
kapatıyorlar,kapat,ıyorlar
neye,ney,e
demişti,de,mişti
olacak,ol,acak
nerededir,nere,dedir
sağ,sağ,
yıkanıp,yıka,nıp
etlerimde,et,lerimde
açıyoruz,aç,ıyoruz
verecek,ver,ecek
öğreniyorsun,öğren,iyorsun
zarif,zarif,
rokalar,roka,lar
geldi,gel,di
kravatım,kravat,ım
güvenli,güven,li
uydurmaya,uydurma,ya
ikiye,iki,ye
vermeni,ver,meni
biberle,biberle,
kabağım,kabak,ım
kıpırdamadan,kıpırda,madan
ucuyla,uç,uyla
izleyeceksin,izle,yeceksin
pencereyi,pencere,yi
maceralarımı,macera,larımı
sıçratıp,sıçra,tıp
takar,taka,r
monitörüm,monitör,üm
karşılamaya,karşıla,maya
kemerden,kemer,den
vadi,vadi,
sırasının,sıra,sının
küstah,küstah,
yapmam,yapma,m
uzak,uzak,
salonu,salon,u
yerdeyim,yer,deyim
muzaffer,muzaffer,
biçimindeydiler,biçim,indeydiler
bitirmiş,bitir,miş
şapkamda,şapka,mda
domuzdu,domuz,du
turtalarla,turta,larla
minicik,mini,cik
film,film,
basketbol,basketbol,
kontes,kontes,
vurmanın,vur,manın
bulma,bulma,
tavanlar,tavan,lar
demirleri,demir,leri
dinleyeceğiz,dinle,yecekiz
karnabaharlar,karnabahar,lar
cumhuriyet,cumhur,iyet
konuşuyorsun,konuş,uyorsun
mikroskop,mikroskop,
ermesinden,er,mesinden
derim,deri,m
fıstığımda,fıstık,ımda
kakaoda,kakao,da
bırakmak,bırak,mak
tasalanıp,tasalan,ıp
geliyorlardı,gel,iyorlardı
edilmeden,et,ilmeden
düzeltirken,düzelt,irken
aralığı,ara,lığı
kravatlarımda,kravat,larımda
yardım,yardım,
kuşlarıydı,kuş,larıydı
bazen,bazen,
olup,ol,up
tünelimde,tünel,imde
rüyam,rüya,m
düşündüğünde,düşün,düğünde
üsteğmen,üsteğmen,
fıstıkta,fıstık,ta
safranım,safran,ım
tuvaletim,tuvalet,im
tarçınımda,tarçın,ımda
düşes,düşes,
koştu,koş,tu
limanım,liman,ım
yaşlarında,yaş,larında
nanelerimde,nane,lerimde
düşünecekler,düşün,ecekler
merdivenim,merdiven,im
çarpıtmayı,çarpıt,mayı
bilecek,bil,ecek
yarım,yarım,
döndüğünü,dön,düğünü
pusulalarım,pusula,larım
turtalar,turta,lar
dışındaki,dışı,ndaki
elveda,elveda,
ahçı,ahçı,
kişiden,kişi,den
dediklerini,de,diklerini
diyarıyla,diyar,ıyla
edilen,et,ilen
topraktan,toprak,tan
yaşarlar,yaşa,rlar
gider,gider,
titreyen,titre,yen
camlarım,cam,larım
söylediklerimizde,söyle,diklerimizde
kaybediyoruz,kaybet,iyoruz
döndüm,dön,düm
kelebeğe,kelebek,e
vaya,vay,a
zıplayacak,zıpla,yacak
hoşlanmıyorsan,hoşlan,mıyorsan
cesaretine,cesaret,ine
havucum,havuç,um
inekte,inek,te
yünde,yün,de
eğildiler,eğil,diler
inşaatçı,inşaat,çı
romdan,rom,dan
sanıyorsun,san,ıyorsun
bileziklerimde,bilezik,lerimde
görevini,görev,ini
durmayın,dur,mayın
hatırlayamıyorum,hatırla,yamıyorum
sütümde,süt,ümde
dereotunda,dereotu,nda
muzlar,muz,lar
turizmden,turizm,den
hafızamdasın,hafıza,mdasın
tuhaf,tuhaf,
oturur,otur,ur
satıyor,sat,ıyor
zalim,zalim,
vidadan,vida,dan
yastık,yastık,
kaşığım,kaşık,ım
durumum,durum,um
farem,fare,m
güzelim,güzel,im
istiyorum,iste,iyorum
şapkacıya,şapka,cıya
geçtiklerinde,geç,tiklerinde
ambulans,ambulans,
topuzlarla,topuz,larla
iniyorum,in,iyorum
almalı,al,malı
yürüyecek,yürü,yecek
tereyağının,tereyağ,ının
kestane,kestane,
görüyorsunuz,gör,üyorsunuz
vermeden,ver,meden
bacasından,baca,sından
sat,sat,
rulosunu,rulo,sunu
kötüydü,kötü,ydü
önünde,ön,ünde
peyniri,peynir,i
tavamda,tava,mda
çimentolarım,çimento,larım
öğretti,öğret,ti
zeminim,zemin,im
çelikte,çelik,te
gelmeye,gel,meye
dana,dana,
sevgi,sevgi,
sabırsızlanarak,sabırsızlan,arak
takvimimde,takvim,imde
tür,tür,
bileyim,bil,eyim
ocağın,ocak,ın
işler,işle,r
köpekten,köpek,ten
güne,gün,e
bastırmaya,bastır,maya
kapılardan,kapı,lardan
flamingosunu,flamingo,sunu
metreden,metre,den
başlayacak,başla,yacak
kulaklıkta,kulaklık,ta
anladığı,anla,dığı
yapıyorum,yap,ıyorum
anahtara,anahtar,a
bağırdılar,bağır,dılar
esniyorlar,esne,iyorlar
yeğen,yeğen,
banyoda,banyo,da
satacaksın,sat,acaksın
destesinin,deste,sinin
altında,altın,da
geliyor,gel,iyor
pamuklarımda,pamuk,larımda
kedisidir,kedi,sidir
çevresindeki,çevre,sindeki
çoraplarınızı,çorap,larınızı
köpek,köpek,
dertli,dert,li
tepelerimde,tepe,lerimde
hasta,hasta,
ağacına,ağaç,ına
evin,ev,in
bilardo,bilardo,
inanacaksın,inan,acaksın
oynamaya,oyna,maya
ayakkabılarını,ayakkabı,larını
nedenle,neden,le
somonlar,somon,lar
köpeklerimde,köpek,lerimde
uyan,uyan,
homurtular,homurtu,lar
gezecek,gez,ecek
istasyondan,istasyon,dan
tak,tak,
ipekten,ipek,ten
bebeğe,bebek,e
tutan,tut,an
kireç,kireç,
bekleyeceksin,bekle,yeceksin
süslemeler,süsle,meler
ağlayacağız,ağla,yacakız
delirmemişti,delir,memişti
canı,can,ı
derslerde,ders,lerde
havalı,hava,lı
yumurtam,yumurta,m
açıyorsun,aç,ıyorsun
fındıklarımda,fındık,larımda
konuşma,konuş,ma
tuzum,tuz,um
örüyorsun,ör,üyorsun
işitmeden,işit,meden
gölden,göl,den
klavyem,klavye,m
göremeyeceği,gör,emeyeceği
meraklandı,meraklan,dı
gerektiği,gerek,tiği
laf,laf,
kayısıdan,kayısı,dan
yaptığının,yap,tığının
denizde,deniz,de
kavunum,kavun,um
ağlıyorlar,ağla,ıyorlar
tablolarımda,tablo,larımda
köprülerim,köprü,lerim
yerine,yerin,e
zelanda,zelanda,
gözlüğüm,gözlük,üm
sevecenlikle,sevecen,likle
mağara,mağara,
yiyip,ye,iyip
seramikler,seramik,ler
olmamasıydı,ol,mamasıydı
hastanelerimde,hastane,lerimde
köpeklerim,köpek,lerim
başlayacağım,başla,yacakım
çiçekten,çiçek,ten
güzellerde,güzel,lerde
temizleyeceğiz,temizle,yecekiz
gülümsüyorsun,gülümse,üyorsun
kalmadı,kal,madı
ettiğimi,et,tiğimi
öykünüz,öykü,nüz
varsa,var,sa
yalancı,yalan,cı
antipatiler,antipati,ler
tequilalarım,tequila,larım
bilmiyormuşsun,bil,miyormuşsun
uyanıyorlar,uyan,ıyorlar
uyarının,uyarı,nın
hem,hem,
sapan,sapan,
çalışacak,çalış,acak
kemer,kemer,
dağıt,dağıt,
yerlere,yer,lere
yoktur,yok,tur
rokam,roka,m
düzenliyoruz,düzenle,iyoruz
düşmüş,düş,müş
domateslerimde,domates,lerimde
konuyu,konu,yu
kaybolmaktan,kaybol,maktan
bilmecenin,bilmece,nin
yapıldığını,yapıl,dığını
zencefillerim,zencefil,lerim
meseleyi,mesele,yi
konmaya,kon,maya
yaşamamışsınızdır,yaşama,mışsınızdır
eh,eh,
zor,zor,
aksırırsa,aksır,ırsa
istediğinizi,iste,diğinizi
söylüyoruz,söyle,üyoruz
görsün,gör,sün
başlayacaksın,başla,yacaksın
balem,bale,m
yağmurlarım,yağmur,larım
düzenliyorlar,düzenle,iyorlar
dadı,dadı,
koleksiyon,koleksiyon,
şelaleden,şelale,den
fularım,fular,ım
oğuşturdu,oğuştur,du
yalnız,yalnız,
baktılar,bak,tılar
yarısı,yarı,sı
söyleyemeyeceğim,söyle,yemeyeceğim
boyalarımda,boya,larımda
derdi,dert,i
getirirdi,getir,irdi
duruşması,duruşma,sı
öğreniyorum,öğren,iyorum
elbisemde,elbise,mde
uçacağım,uç,acakım
anlıyorsunuz,anla,yorsunuz
durmanı,dur,manı
uzanıyordu,uzan,ıyordu
yaşlı,yaşlı,
tünellerimde,tünel,lerimde
yüzükte,yüzük,te
patatesim,patates,im
camdan,cam,dan
eldivenim,eldiven,im
sağlayamadılar,sağla,yamadılar
çapraz,çapraz,
şiline,şilin,e
anlıyorlar,anla,ıyorlar
toplamanın,topla,manın
kendini,kendi,ni
naylonum,naylon,um
asansörler,asansör,ler
kaybediyorsun,kaybet,iyorsun
tutkal,tutkal,
cesur,cesur,
okuldan,okul,dan
yazmayı,yazma,yı
bağıracağım,bağır,acakım
akıllı,akıllı,
göreceğim,gör,ecekim
yad,yad,
açacak,aç,acak
çıkıyorsunuz,çık,ıyorsunuz
durmaktan,dur,maktan
hiçbirisin,hiçbir,isin
pencereden,pencere,den
karanfilden,karanfil,den
tekrarlamaya,tekrarla,maya
gene,gene,
biliyorsunuzdur,bil,iyorsunuzdur
etkin,etkin,
marullar,marul,lar
mikrofonda,mikrofon,da
sabahın,sabah,ın
ilgilen,ilgilen,
becerebilirdim,becer,ebilirdim
uzaktaki,uzak,taki
düşünceleriniz,düşünce,leriniz
korkuyorlardır,kork,uyorlardır
dönmüş,dön,müş
greyfurtumda,greyfurt,umda
tutkaldan,tutkal,dan
boyundan,boyun,dan
görünmek,gör,ünmek
şarkılar,şarkı,lar
yumrukladı,yumrukla,dı
seviyorum,sev,iyorum
korkacağım,kork,acakım
yürümeye,yürü,meye
öğrencimde,öğrenci,imde
çıkardı,çıkar,dı
satranç,satranç,
kirazda,kiraz,da
anlıyorum,anla,ıyorum
arkalarından,arka,larından
talihsiz,talih,siz
geçmiyordu,geç,miyordu
yetişti,yetiş,ti
lahanalarım,lahana,larım
gitmeye,git,meye
kampta,kamp,ta
kuruyken,kuru,yken
yüzleşiyorsunuz,yüzleş,iyorsunuz
bahçıvan,bahçıvan,
temizleyerek,temizle,yerek
susacaksın,sus,acaksın
mektuba,mektup,a
döndüğünüzde,dön,düğünüzde
tabaklar,tabakla,r
gülümsüyorsunuz,gülümse,üyorsunuz
korunması,koru,nması
örnek,örnek,
sefer,sefer,
şeyin,şey,in
şeklin,şekli,n
yürüyüşümde,yürüyüş,ümde
sıcaktı,sıcak,tı
takvim,takvim,
gülümseyecek,gülümse,yecek
soy,soy,
üzümler,üzüm,ler
kayısım,kayısı,m
ortaya,ortay,a
safran,safran,
hafiflerim,hafif,lerim
tıkırtılarını,tıkırtı,larını
mil,mil,
sayılır,sayılı,r
uca,uca,
niyeti,niyet,i
lahanam,lahana,m
korkuyorum,kork,uyorum
yaşında,yaş,ında
azaldı,azal,dı
kabağımda,kabak,ımda
mutfakta,mutfak,ta
camlar,cam,lar
mandalinada,mandalina,da
fırlatırken,fırla,tırken
bununla,bun,unla
tarçın,tarçın,
hareketini,hareket,ini
kumaşım,kumaş,ım
kırılan,kır,ılan
derin,derin,
üstünde,üstün,de
tümgeneral,tümgeneral,
fil,fil,
bayan,bayan,
perdeden,perde,den
ölecekmiş,öl,ecekmiş
asansörlerimde,asansör,lerimde
limonata,limonata,
olurdum,ol,urdum
esniyorsun,esne,iyorsun
gittim,git,tim
yürüyüşüm,yürüyüş,üm
gümüşte,gümüş,te
bilmiyordu,bil,miyordu
çatılarımda,çatı,larımda
üsteledi,üstele,di
otellerimde,otel,lerimde
çimentoda,çimento,da
danstı,dans,tı
kuryenin,kurye,nin
çerçeveler,çerçeve,ler
anımsattı,anımsat,tı
teklifle,teklif,le
çaydanlığım,çaydanlık,ım
portakallar,portakal,lar
giy,giy,
sıvalarım,sıva,larım
tuzlar,tuz,lar
konuşacaksın,konuş,acaksın
kıvrılıp,kıvrıl,ıp
aşağılayıcı,aşağıla,yıcı
basit,basit,
portakal,portakal,
istasyonlarım,istasyon,larım
hobimde,hobi,mde
çikolatalar,çikolata,lar
basitleştirmek,basit,leştirmek
sudan,su,dan
çaydanlıklar,çaydanlık,lar
yaslanırken,yasla,nırken
kaplumbağa,kaplumbağa,
aferin,aferin,
bizimkinde,bizimki,nde
yerlerine,yer,lerine
silgim,silgi,m
hıçkıracak,hıçkır,acak
çokça,çok,ça
anlatamıyorum,anlat,amıyorum
belirleyici,belirle,yici
tekrarladı,tekrarla,dı
arkasından,arka,sından
acımasızlık,acı,masızlık
üyelerinden,üye,lerinden
döverim,döv,erim
benziyordu,benze,iyordu
çileklerim,çilek,lerim
koşuyoruz,koş,uyoruz
giderseniz,gider,seniz
dinleniyorum,dinlen,iyorum
carroll,carroll,
geçmeden,geç,meden
fesleğenimde,fesleğen,imde
kahvede,kahve,de
kimsin,kim,sin
tümü,tüm,ü
titremekte,titre,mekte
çalışkan,çalışkan,
fırsattan,fırsat,tan
istasyonlarımda,istasyon,larımda
bardağım,bardak,ım
kilitler,kilitle,r
yanıtını,yanıt,ını
cimrilik,cimri,lik
salonumda,salon,umda
bulabildiğinde,bul,abildiğinde
kimmiş,kim,miş
kapatacağız,kapat,acakız
bahçıvanlığım,bahçıvan,lıkım
deliyiz,deli,yiz
tatilim,tatil,im
ödül,ödül,
greyfurtlar,greyfurt,lar
ağaçlıktan,ağaç,lıktan
alması,al,ması
ağırsınız,ağır,sınız
asansörüm,asansör,üm
ayaklarını,ayak,larını
beklediler,bekle,diler
uşağın,uşak,ın
operam,opera,m
öyleyse,öyle,yse
kapılarım,kapı,larım
dikkatle,dikkat,le
aslanın,aslan,ın
taşıyor,taşı,yor
izleyeceğiz,izle,yecekiz
ıspanak,ıspanak,
dürbünümde,dürbün,ümde
biberimde,biber,imde
onar,on,ar
konuşuyordu,konuş,uyordu
öde,öde,
testere,testere,
farkedince,farket,ince
dokuyorsunuz,doku,yorsunuz
limonatadan,limonata,dan
aylarım,ay,larım
tarihi,tarihi,
küpelerimde,küpe,lerimde
onsuz,ons,uz
düşünün,düşün,ün
suyumda,su,umda
denemekten,dene,mekten
kızgın,kızgın,
yakalayamadı,yakala,yamadı
insanoğullarındansınız,insanoğlu,larındansınız
çıkaranın,çıkar,anın
kalkmıştı,kalk,mıştı
hapşıracak,hapşır,acak
beşiktaş,beşik,taş
gülümsüyorum,gülümse,üyorum
kuruyacaklarıydı,kuru,yacaklarıydı
ters,ters,
çalışıyor,çalış,ıyor
görüyorlar,gör,üyorlar
zevki,zevk,i
çevirir,çeviri,r
soruyor,sor,uyor
gruba,grup,a
davranmaktan,davran,maktan
şarkıda,şarkı,da
dönüşüyorsan,dönüş,üyorsan
olağan,olağan,
düşüncesini,düşünce,sini
vanilyalarımda,vanilya,larımda
alayın,alay,ın
kapansın,kapan,sın
yollarım,yol,larım
sürümler,sürüm,ler
çıkıp,çık,ıp
lahanalarımda,lahana,larımda
halledeceğim,hallet,eceğim
rüzgar,rüzgar,
başlıyorsun,başla,ıyorsun
faresinin,fare,sinin
zencefilim,zencefil,im
tam,tam,
çayla,çay,la
söylüyordu,söyle,üyordu
kaybolmuştu,kaybol,muştu
karanfillerimde,karanfil,lerimde
halledildi,hallet,ildi
havada,hava,da
dördüydü,dört,üydü
öhö,öhö,
edildi,et,ildi
kolyemde,kolye,mde
dinleneceğiz,dinlen,ecekiz
kalkacak,kalk,acak
kuşların,kuş,ların
bilmiyorum,bil,miyorum
ayağının,ayak,ının
beklettiğim,bekle,ttiğim
keşke,keşke,
mutfak,mutfak,
biberi,biber,i
çekingenlikle,çekingen,likle
içinden,içinde,n
bardakta,bardak,ta
yatacağım,yat,acakım
kağıt,kağıt,
mezgit,mezgit,
uygulamaktır,uygula,maktır
düşlerini,düş,lerini
kendisiyle,kendi,siyle
düzenliyor,düzenle,iyor
tarafında,taraf,ında
delilerin,deli,lerin
hadi,hadi,
katlanacağı,katlan,acağı
düş,düş,
bulurken,bul,urken
apartmanda,apartman,da
salatalıklarım,salatalık,larım
başınıza,baş,ınıza
fıstıklar,fıstık,lar
çizeceğiz,çiz,ecekiz
çalışacağız,çalış,acakız
iyiyim,iyi,yim
kıyaslandığında,kıyasla,ndığında
tahtasında,tahta,sında
göstermiş,göster,miş
kıpırdamadı,kıpırda,madı
harekettir,hareket,tir
kavuşmak,kavuş,mak
korkutuyordu,korkut,uyordu
dünlerden,dün,lerden
geçtiği,geç,tiği
şunlardı,şu,nlardı
gözyaşı,gözyaş,ı
kilimi,kilim,i
bahçesinden,bahçe,sinden
çirkindi,çirkin,di
sıcaklarımda,sıcak,larımda
an,an,
atılanların,atıl,anların
koyunumda,koyun,umda
kaçıp,kaç,ıp
temizler,temiz,ler
maviden,mavi,den
biteni,bit,eni
eşeleyen,eşele,yen
ıspanaktan,ıspanak,tan
dolaştıktan,dolaş,tıktan
buraya,bura,ya
kapım,kapı,m
şaraptan,şarap,tan
koşumda,koşu,umda
bilmiyordur,bil,miyordur
kertenkele,kertenkele,
sözcüğünün,sözcük,ünün
bıraksan,bırak,san
şekerliler,şekerli,ler
umduğundan,um,duğundan
olmuyordu,ol,muyordu
korkuyor,kork,uyor
olsaydın,ol,saydın
titredi,titre,di
biralarımda,bira,larımda
taşıyorum,taşı,yorum
benlerim,ben,lerim
yiyorlarsa,ye,iyorlarsa
neydi,ney,di
karışıyordu,karış,ıyordu
plastikler,plastik,ler
deposu,depo,su
mantardan,mantar,dan
kamera,kamera,
çoklar,çok,lar
konserlerim,konser,lerim
okullarımda,okul,larımda
ananas,ananas,
mareşal,mareşal,
dergide,dergi,de
hoşlanmam,hoşlan,mam
yüzleşiyorsun,yüzleş,iyorsun
küçülmüş,küçül,müş
öğrenince,öğren,ince
cinimde,cin,imde
şapkacı,şapka,cı
ağlamanın,ağla,manın
teleskopta,teleskop,ta
başla,başla,
hafifçe,hafif,çe
tamirciyi,tamir,ciyi
alevinin,alevi,nin
sükunetini,sükunet,ini
karışacak,karış,acak
geçti,geç,ti
bekleyeceğiz,bekle,yecekiz
şaraplarımda,şarap,larımda
karpuzumda,karpuz,umda
baktı,bak,tı
kampımda,kamp,ımda
rüzgarım,rüzgar,ım
leopar,leopar,
ayın,ayın,
önüne,ön,üne
cüzdanım,cüzdan,ım
güveniyor,güven,iyor
sevinç,sevinç,
kekiklerimde,kekik,lerimde
uzaklaştıkça,uzak,laştıkça
tillie,tillie,
koşu,koşu,
çözmek,çöz,mek
kapayıncaya,kapa,yıncaya
tünellerim,tünel,lerim
sessizdiler,sessiz,diler
güvenecek,güven,ecek
tarlada,tarla,da
zamanım,zaman,ım
keresinde,keres,inde
sustular,sus,tular
düşündükten,düşün,dükten
yağlı,yağ,lı
çevirme,çevir,me
tıkırtıları,tıkırtı,ları
aradığından,ara,dığından
itiraz,itiraz,
bahçıvanlıklar,bahçıvan,lıklar
küçüksün,küçük,sün
yerim,yer,im
hıçkırıyorsunuz,hıçkır,ıyorsunuz
haydi,haydi,
sarımsaklar,sarımsak,lar
ortasında,orta,sında
ağlıyorsunuz,ağla,ıyorsunuz
kuzgunlar,kuzgun,lar
kısa,kısa,
makarnam,makarna,m
sinemalarım,sinema,larım
uyuyorlar,uyu,yorlar
monitörlerim,monitör,lerim
çılgın,çılgın,
