word,root,suffixes
geçinirsen,geçin,irsen
ve,ve,
kılçık,kılçık,
değneğe,değnek,e
haberci,haber,ci
kraliçenin,kraliçe,nin
fırsatım,fırsat,ım
demem,de,mem
kötüydü,kötü,ydü
geçtiği,geç,tiği
sorun,sorun,
yerlere,yer,lere
yaprakları,yaprak,ları
tanığı,tanık,ı
sarstı,sars,tı
şey,şey,
olurlar,ol,urlar
sayarak,say,arak
masa,masa,
çıngıraklarıyla,çıngırak,larıyla
irkilen,irkil,en
kasvetli,kasvet,li
saldırıyı,saldırı,yı
şarkısına,şarkı,sına
kulağıyla,kulak,ıyla
koyduğunu,koy,duğunu
anlamıştı,anla,mıştı
kısmını,kısım,ını
dedi,de,di
musunuz,mu,sunuz
yaşlı,yaşlı,
sağlayamadılar,sağla,yamadılar
demedim,de,medim
gelse,gel,se
hissediyordu,hisset,iyordu
şiirini,şiir,ini
eskisi,eski,si
canım,can,ım
marpucu,marpuç,u
söyleme,söylem,e
salondan,salon,dan
şeye,şey,e
tavalar,tava,lar
esintisinin,esinti,sinin
okumak,oku,mak
tatmaya,tat,maya
duyar,duyar,
kafan,kafa,n
açmakta,aç,makta
verdim,verdi,m
yadırgadı,yadırga,dı
mezgite,mezgit,e
koyuldular,koy,uldular
kazanın,kazan,ın
açıldı,açıl,dı
uykulu,uyku,lu
nesin,ne,sin
geçip,geç,ip
biliyorsun,bil,iyorsun
merdivenden,merdiven,den
atabilirim,at,abilirim
kaybol,kaybol,
gerekir,gerek,ir
aldı,al,dı
almam,al,mam
geçirmezdim,geçir,mezdim
atarsın,ata,rsın
kural,kural,
topladı,topla,dı
aksırma,aksır,ma
yaklaştı,yaklaş,tı
geziniyor,gezin,iyor
içinde,içinde,
olağan,olağan,
umardım,umar,dım
bakın,bakın,
sapan,sapan,
sıkıldım,sıkıl,dım
sorduğumda,sor,duğumda
görünmüyordu,gör,ünmüyordu
fırtına,fırtına,
taraftaki,taraf,taki
işitti,işit,ti
yeniden,yeni,den
sapı,sap,ı
konusunda,konu,sunda
na,na,
kurbağa,kurbağa,
dostum,dost,um
kaybolursun,kaybol,ursun
baktığı,bak,tığı
saçlarını,saç,larını
tekrar,tekrar,
becerdim,becer,dim
yelpazeyi,yelpaze,yi
hatırladı,hatırla,dı
uzaklara,uzak,lara
temiz,temiz,
bakışlarında,bakış,larında
fikrim,fikir,im
anlamazsın,anla,mazsın
ummuştu,um,muştu
gözyaşlarına,gözyaş,larına
mineral,mineral,
izlenime,izlenim,e
yatmanın,yat,manın
saatler,saat,ler
susup,sus,up
bilmiyordur,bil,miyordur
çenesini,çene,sini
denemek,dene,mek
neler,ne,ler
yapacak,yap,acak
etmiyor,et,miyor
girmemiş,gir,memiş
ilgilenmesidir,ilgilen,mesidir
kutusu,kutu,su
ayağı,ayak,ı
saçılmanın,saç,ılmanın
koridordan,koridor,dan
mısınız,mısınız,
yüzünden,yüz,ünden
sebep,sebep,
tahtlarında,taht,larında
oku,oku,
koşup,koş,up
sıralarını,sıra,larını
havuzdan,havuz,dan
düşlerini,düş,lerini
yanıtladılar,yanıtla,dılar
bakabilirsiniz,bak,abilirsiniz
hoşlanmadığınızı,hoşlan,madığınızı
etkin,etkin,
cinayet,cinayet,
tekrarlatmaya,tekrarla,tmaya
sırasının,sıra,sının
ayıklayan,ayıkla,yan
ahmaksın,ahmak,sın
bulunmuş,bulun,muş
sormazsanız,sor,mazsanız
geldiğinde,gel,diğinde
bulamadığı,bula,madığı
herhangi,herhangi,
müddet,müddet,
taşlardan,taş,lardan
hepsini,hepsi,ni
aslında,asıl,ında
birer,birer,
karanlıktı,karanlık,tı
anlamadığını,anla,madığını
hissediyorsun,hisset,iyorsun
olmasından,ol,masından
kaydı,kayt,ı
kelebeğe,kelebek,e
yılda,yıl,da
herhalde,herhalde,
özenle,özen,le
farkında,farkında,
çözüme,çözüm,e
hey,hey,
üyelerinin,üye,lerinin
hikaye,hikaye,
ucunda,uç,unda
hamleler,hamle,ler
gidersem,gider,sem
mıydın,mıydın,
susturuldu,sustur,uldu
huyluya,huy,luya
geliyorlardı,gel,iyorlardı
yazmadım,yazma,dım
getirecektim,getir,ecektim
bakar,bak,ar
yüzüyor,yüz,üyor
haklısın,hak,lısın
atarım,ata,rım
yeni,yeni,
öğretmek,öğret,mek
tanıdığı,tanıdık,ı
düşteymiş,düş,teymiş
kağıdından,kağıt,ından
derdi,dert,i
etti,et,ti
hukukla,hukuk,la
ilgilense,ilgilen,se
aşçıya,aşçı,ya
çıkardığı,çıkar,dığı
kopardı,kopar,dı
indirmiş,indir,miş
yaşı,yaş,ı
keyifle,keyif,le
kapı,kapı,
listesini,liste,sini
şeyden,şey,den
anlayamadı,anla,yamadı
yanıt,yanıt,
kalabalık,kalabalık,
korkak,korkak,
turta,turta,
yerim,yer,im
kaybetmemenin,kaybet,memenin
dün,dün,
bulmak,bul,mak
sabırsızlanarak,sabırsızlan,arak
amma,amma,
ayağının,ayak,ının
birisinin,birisi,nin
geldiğini,gel,diğini
birinden,biri,nden
söyleyin,söyle,yin
eğilmek,eğil,mek
çalışkan,çalışkan,
hayvanı,hayvan,ı
dakika,dakika,
ocağın,ocak,ın
bahtsız,baht,sız
hışırdayacak,hışırda,yacak
saatin,saat,in
gidemem,git,emem
beyle,bey,le
girdi,girdi,
zevki,zevk,i
yanıtladı,yanıtla,dı
alkışlama,alkışla,ma
davranırsa,davran,ırsa
zamanım,zaman,ım
durumdayım,durum,dayım
peruk,peruk,
papatyalardan,papatya,lardan
eldivenler,eldiven,ler
inebilirsin,in,ebilirsin
zeki,zeki,
olmadığını,olmadık,ını
majestelerinin,majeste,lerinin
yetişecek,yetiş,ecek
yıkayabilmek,yıka,yabilmek
deliğinden,delik,inden
ediyorsa,et,iyorsa
olmadı,ol,madı
giymeden,giy,meden
peşinden,peşin,den
marie,marie,
kesilmek,kes,ilmek
ayakları,ayak,ları
karışmıştı,karış,mıştı
ulaştıklarında,ulaş,tıklarında
aldırmam,aldır,mam
verilsin,ver,ilsin
ağızlarını,ağız,larını
kahvaltılarını,kahvaltı,larını
dirseğini,dirsek,ini
tembelin,tembel,in
ağladığı,ağla,dığı
çalıştırmam,çalış,tırmam
delilik,delil,ik
kurtarır,kurtar,ır
yağ,yağ,
fareyle,fare,yle
dinleyecek,dinle,yecek
sürekli,sürekli,
yaşamaya,yaşama,ya
sevecenlikle,sevecen,likle
dalında,dal,ında
değişmesi,değiş,mesi
rahat,rahat,
dediniz,de,diniz
soğan,soğan,
tıkırtısı,tıkırtı,sı
korkutmuştu,korkut,muştu
bullak,bullak,
dudaklarına,dudak,larına
dinahcığım,dinah,cığım
bulabildiği,bul,abildiği
kalacağım,kal,acağım
bitirmeden,bitir,meden
bakmadan,bak,madan
yükseldi,yüksel,di
kimim,kimi,m
küçülüyordu,küçül,üyordu
fısıltılar,fısıltı,lar
içtenlikle,içten,likle
başkentidir,başkent,idir
kapalı,kapalı,
ıstakoz,ıstakoz,
bacadan,baca,dan
parçanın,parça,nın
ekseni,eksen,i
konuşuyorum,konuş,uyorum
çağırıldığımda,çağır,ıldığımda
karşımdan,karşı,mdan
benzer,benzer,
arpa,arpa,
defol,defol,
göstermiyor,göster,miyor
adıydı,ad,ıydı
olağanüstü,olağanüstü,
dayamışlar,daya,mışlar
durumum,durum,um
küçüktü,küçük,tü
sevmem,sev,mem
bunlardan,bun,lardan
söylüyorum,söyle,üyorum
içeriden,içeri,den
oyunun,oyun,un
yaklaşmakta,yaklaş,makta
çıkmak,çık,mak
kulağının,kulak,ının
kafamı,kafa,mı
geliyorum,gel,iyorum
galiba,galiba,
bahçıvanların,bahçıvan,ların
üstünü,üstün,ü
basarak,bas,arak
kaçtı,kaç,tı
gözden,gözde,n
çağırıyor,çağır,ıyor
çalı,çalı,
üyeleri,üye,leri
elinde,el,inde
tutulmuş,tut,ulmuş
çeneni,çene,ni
duruşma,duruşma,
kuşlar,kuş,lar
hoşlanmıyor,hoşlan,mıyor
kıvırıp,kıvır,ıp
vıı,vıı,
etraftaki,etraf,taki
oynuyorlardı,oyna,uyorlardı
sesler,sesle,r
süre,süre,
isteniyor,iste,niyor
hiçbir,hiçbir,
hissedeceksiniz,hisset,eceksiniz
istersiniz,iste,rsiniz
içmem,iç,mem
yapmam,yapma,m
döndüğünü,dön,düğünü
yazdığımı,yaz,dığımı
yapabileceğine,yap,abileceğine
hışırdadı,hışırda,dı
çünkü,çünkü,
düşünüyor,düşün,üyor
kaybedecek,kaybet,ecek
hay,hay,
asla,asla,
duymaya,duy,maya
yaklaştığında,yaklaş,tığında
bastırmaya,bastır,maya
düşünsenize,düşün,senize
öpebilir,öp,ebilir
sicimle,sicim,le
düşünmemiştim,düşün,memiştim
ettiğini,et,tiğini
duydum,duy,dum
ilgilen,ilgilen,
ağız,ağız,
çözebilirim,çöz,ebilirim
pansiyon,pansiyon,
yetenekli,yetenek,li
dinlediğin,dinle,diğin
güven,güven,
tırnakları,tırnak,ları
parladı,parla,dı
hem,hem,
becerebildiği,becer,ebildiği
şaşırmadı,şaşır,madı
algılarla,algı,larla
çığlık,çığlık,
açılıyordu,açıl,ıyordu
girsem,gir,sem
gittiğinde,git,tiğinde
burnunu,burun,unu
çarpıtma,çarpıt,ma
masaları,masa,ları
yakala,yakala,
mırıldama,mırıl,dama
rüzgarla,rüzgar,la
istersen,iste,rsen
savurduktan,savur,duktan
beşinci,beş,inci
umutla,umut,la
bahsetmişsin,bahset,mişsin
sırtları,sırt,ları
sabrı,sabır,ı
olsaydım,ol,saydım
kraliçelerden,kraliçe,lerden
yeteri,yeter,i
rafları,raf,ları
bakıp,bak,ıp
razı,razı,
geçerken,geçer,ken
vaya,vay,a
kedi,kedi,
atamamış,ata,mamış
başka,başka,
oğluna,oğul,una
tekrarlaması,tekrarla,ması
çalıştı,çalış,tı
almadı,al,madı
kuyruğuna,kuyruk,una
öğretti,öğret,ti
çobanın,çoban,ın
oturmakta,otur,makta
söylediklerini,söyle,diklerini
dışında,dışı,nda
yapmazsan,yap,mazsan
ikili,iki,li
geçince,geçin,ce
uyandı,uyan,dı
kalması,kal,ması
oynamayı,oyna,mayı
taç,taç,
konuşsun,konuş,sun
şişeye,şişe,ye
tuzla,tuzla,
yaradığını,yara,dığını
zamanki,zaman,ki
üzgün,üzgün,
yapayalnız,yapayalnız,
gelir,gelir,
kendini,kendi,ni
fikrin,fikir,in
yürüyüş,yürüyüş,
dokuz,dokuz,
sevinerek,sevin,erek
tam,tam,
söyleyeceksin,söyle,yeceksin
ten,ten,
büyütürse,büyüt,ürse
girmemişken,gir,memişken
yerleştirdi,yerleş,tirdi
çaya,çay,a
endişelenmeye,endişelen,meye
kadife,kadife,
birazcık,biraz,cık
farkına,fark,ına
kazandı,kazan,dı
gördüklerinde,gör,düklerinde
yaptı,yap,tı
salonunu,salon,unu
dünyanın,dünya,nın
açmadım,açma,dım
bahçede,bahçe,de
çabası,çaba,sı
bağırdı,bağır,dı
emzirmeye,emzir,meye
gösteremem,göster,emem
peki,peki,
cırlak,cırlak,
öğreniyorlardı,öğren,iyorlardı
işten,işte,n
hiçbirinin,hiçbiri,nin
çiçek,çiçek,
gözler,gözle,r
meraklandı,meraklan,dı
birçok,birçok,
övünecek,övün,ecek
ayak,ayak,
baktı,bak,tı
milden,mil,den
araya,ara,ya
evin,ev,in
oyuna,oyun,a
benziyor,benze,iyor
giyinmiş,giyin,miş
uzaklaşmasına,uzak,laşmasına
imzalamadıysan,imzala,madıysan
kuşu,kuş,u
toplayarak,topla,yarak
dediler,de,diler
sebzedir,sebze,dir
kalktı,kalk,tı
vı,vı,
yavaşça,yavaş,ça
soluyarak,solu,yarak
yelpaze,yelpaze,
kedisidir,kedi,sidir
edindiği,edin,diği
şunların,şu,nların
tekrarlamaya,tekrarla,maya
üzüntü,üzüntü,
acıdı,acı,dı
iste,iste,
yuttu,yut,tu
karşılaşmamıştı,karşılaşma,mıştı
yaklaşık,yaklaşık,
kayboldu,kaybol,du
sundu,sun,du
hareketidir,hareket,idir
veremeyeceği,ver,emeyeceği
vurgusunu,vurgu,sunu
anlamakta,anla,makta
altındaydılar,altın,daydılar
kaldılar,kal,dılar
sem,sem,
bildiğiniz,bil,diğiniz
bebeğe,bebek,e
bozulan,bozul,an
çılgınca,çılgın,ca
öyküyü,öykü,yü
ziyaret,ziyaret,
şarkı,şarkı,
sahibi,sahip,i
istemiyoruz,iste,miyoruz
amuda,amut,a
yönlere,yön,lere
doğruydu,doğru,ydu
görünen,gör,ünen
doğrultup,doğrul,tup
bundan,bun,dan
ısırdı,ısır,dı
boyunu,boyun,u
oluşan,oluş,an
suyun,su,yun
bunlara,bun,lara
ne,ne,
ördek,ördek,
boyuca,boy,uca
gözleri,göz,leri
koştu,koş,tu
yedim,yedi,m
almadım,al,madım
parmağınızı,parmak,ınızı
korkması,kork,ması
dört,dört,
kızına,kız,ına
sakin,sakin,
tahmin,tahmin,
ıstakozları,ıstakoz,ları
yaklaşırsın,yaklaş,ırsın
titrerken,titre,rken
hazır,hazır,
davranmanın,davran,manın
mantarın,mantar,ın
doluydu,dolu,ydu
işitmiş,işit,miş
niyetli,niyet,li
sadeydi,sade,ydi
kırgınlık,kırgın,lık
yapmamıştı,yapma,mıştı
yazmakta,yaz,makta
zannetme,zannet,me
zorlamayın,zorla,mayın
ailem,aile,m
sözcüğünün,sözcük,ünün
gözlerinde,göz,lerinde
davranmalısın,davran,malısın
alıyor,al,ıyor
bitmesini,bit,mesini
gördün,gör,dün
yürüyor,yürü,yor
kalemine,kalem,ine
bağırdılar,bağır,dılar
gücenmesinden,gücen,mesinden
ingilizceden,ingilizce,den
akıllı,akıllı,
bulurken,bul,urken
yaprak,yaprak,
uzaklaştıkça,uzak,laştıkça
edin,edin,
sohbete,sohbet,e
gözünün,göz,ünün
patron,patron,
bekliyor,bekle,iyor
hallettiğini,hallet,tiğini
yaslanırken,yasla,nırken
en,en,
havlaması,havla,ması
hoşlanmam,hoşlan,mam
şuydu,şu,ydu
majesteleri,majeste,leri
çayımı,çay,ımı
sormalarına,sor,malarına
mırıldandığını,mırıldan,dığını
tırtılın,tırtıl,ın
beğenmemişti,beğen,memişti
zamanlarda,zaman,larda
acayip,acayip,
tüketir,tüket,ir
evimdeyken,ev,imdeyken
bilgilerini,bilgi,lerini
beceriksizce,beceriksiz,ce
çapraz,çapraz,
oyun,oyun,
gayet,gayet,
tüyleri,tüy,leri
ikiniz,iki,niz
tuhaf,tuhaf,
mavi,mavi,
koltuğa,koltuk,a
azından,azı,ndan
sirke,sirke,
madeni,madeni,
uşak,uşak,
terrier,terrier,
titrek,titrek,
tekrarladı,tekrarla,dı
sormak,sor,mak
önden,ön,den
oraya,ora,ya
miyiz,mi,yiz
uçurun,uçur,un
hatalı,hata,lı
bağırarak,bağır,arak
dokuzu,dokuz,u
konuştuğunu,konuş,tuğunu
kaybolmaktan,kaybol,maktan
kaplayan,kapla,yan
ediyorlardı,et,iyorlardı
verdiler,verdi,ler
onların,onlar,ın
tomarı,tomar,ı
üzüntüden,üzüntü,den
kalmayı,kal,mayı
boya,boya,
görmüşsündür,gör,müşsündür
birden,bir,den
minik,minik,
almaz,al,maz
ayaklarım,ayakla,rım
seninle,sen,inle
cebinden,cebin,den
verecek,ver,ecek
sırılsıklam,sırılsıklam,
giydiğini,giy,diğini
öptü,öp,tü
bakınca,bakın,ca
bol,bol,
adını,ad,ını
dönüşüyorsan,dönüş,üyorsan
derindi,derin,di
geldiğim,gel,diğim
olsaydı,ol,saydı
kime,kim,e
şekerlenmeliyken,şekerle,nmeliyken
dağıttı,dağıt,tı
içeri,içeri,
altına,altın,a
yiyip,ye,iyip
aceleye,acele,ye
gerçeği,gerçek,i
sözlerini,söz,lerini
lale,lale,
başlamış,başla,mış
kaplıyor,kapla,ıyor
oldu,ol,du
oğuşturarak,oğuştur,arak
kızlardan,kız,lardan
karmakarışık,karma,karışık
ilerideki,ileri,deki
kapayıncaya,kapa,yıncaya
iyi,iyi,
halinde,hal,inde
santime,santim,e
katıldı,katıl,dı
eldiveni,eldiven,i
istediğim,iste,diğim
yapabiliriz,yap,abiliriz
değildi,değil,di
değiştirmek,değiş,tirmek
olmamdır,ol,mamdır
olmamış,ol,mamış
içindeydi,içinde,ydi
davrandı,davran,dı
aittir,ait,tir
okumaya,oku,maya
duyulur,duy,ulur
kırıntıları,kırıntı,ları
vurdururum,vur,dururum
gecikmeden,gecik,meden
düşüşten,düş,üşten
tavanlı,tavan,lı
kesilmeyecek,kes,ilmeyecek
dinlediğini,dinle,diğini
bakmış,bak,mış
esniyor,esne,iyor
kas,kas,
aklına,akıl,ına
karıştırıyor,karış,tırıyor
elindekini,el,indekini
yüzlerini,yüz,lerini
açıklama,açıkla,ma
atlatıp,atlat,ıp
duyduğu,duy,duğu
bulamadın,bula,madın
boyumda,boy,umda
ay,ay,
tatsız,tatsız,
usulca,usul,ca
bugün,bugün,
dokunarak,dokun,arak
almalı,al,malı
tepesine,tepe,sine
rüya,rüya,
kısa,kısa,
bahçıvanın,bahçıvan,ın
olmalısınız,ol,malısınız
kuşlarıydı,kuş,larıydı
görmeye,gör,meye
bilgisiz,bilgi,siz
süredir,süre,dir
geçirdiği,geçir,diği
kalem,kalem,
bitap,bitap,
zorlandıkları,zorla,ndıkları
gök,gök,
vurun,vuru,n
gitmeyi,git,meyi
uzatarak,uzat,arak
tavşanı,tavşan,ı
öğrenmem,öğren,mem
kuşkusuz,kuşku,suz
tüttürüyor,tüttür,üyor
aksırıyordu,aksır,ıyordu
sebzeye,sebze,ye
anlatır,anlatı,r
kaplumbağa,kaplumbağa,
imzanı,imza,nı
değişiklikten,değişik,likten
kapıları,kapı,ları
düşünceli,düşünceli,
olacak,ol,acak
dersin,ders,in
bilmediğine,bil,mediğine
kurallara,kural,lara
giderdik,gider,dik
olsaydınız,ol,saydınız
peri,peri,
neyse,ney,se
gözetmekle,gözet,mekle
tonuyla,ton,uyla
çevirebilir,çevir,ebilir
ilginçti,ilginç,ti
istedi,iste,di
dökülen,dök,ülen
davet,davet,
akıtır,akıt,ır
üşüteceğinden,üşüt,eceğinden
ayındaki,ayın,daki
korku,korku,
vereceğini,ver,eceğini
satmak,sat,mak
kırmızı,kırmızı,
kızının,kız,ının
itiraz,itiraz,
şimdi,şimdi,
öpmesem,öp,mesem
beyazdı,beyaz,dı
olmadığı,olmadık,ı
açıp,aç,ıp
türden,tür,den
off,off,
burnuyla,burun,uyla
rulosunu,rulo,sunu
getirirdi,getir,irdi
görüntüsünden,görüntü,sünden
resme,resim,e
hoşlanmamıştı,hoşlan,mamıştı
olabilir,ol,abilir
uzatabilmek,uzat,abilmek
olduğumda,ol,duğumda
ağaçlıktan,ağaç,lıktan
sayı,sayı,
toparladı,toparla,dı
kucağına,kucak,ına
çekersin,çeker,sin
davranacağını,davran,acağını
düşürecek,düşür,ecek
gerek,gerek,
küçülerek,küçül,erek
göründü,görü,ndü
dolamadığımı,dola,madığımı
zelanda,zelanda,
eni,en,i
umarım,umar,ım
şapkacı,şapka,cı
yeleğinin,yelek,inin
etmişti,et,mişti
büyüklükte,büyük,lükte
deliğe,delik,e
sözcükleri,sözcük,leri
yaklaştığını,yaklaş,tığını
uyandığımda,uyan,dığımda
seyretmesi,seyret,mesi
yaratık,yaratık,
dönüşecek,dönüş,ecek
uçma,uç,ma
olmayacak,ol,mayacak
ver,ver,
defterine,defter,ine
göremeyeceği,gör,emeyeceği
çenemdeki,çene,mdeki
isterdim,iste,rdim
kol,kol,
tanışmamışsınızdır,tanış,mamışsınızdır
tanıyormuş,tanı,yormuş
kararınız,karar,ınız
bekliyorlar,bekle,iyorlar
döndüm,dön,düm
uşağın,uşak,ın
aranıp,aran,ıp
boyadığınızı,boya,dığınızı
kitabın,kitap,ın
şaşırmıştı,şaşır,mıştı
küçülmüyor,küçül,müyor
koyuldu,koy,uldu
ısırık,ısırık,
adın,ad,ın
görmediği,gör,mediği
fokurdatmaya,fokur,datmaya
kedilerden,kedi,lerden
ulaşmak,ulaş,mak
şaşkın,şaşkın,
perdeden,perde,den
tanımadı,tanı,madı
öğlen,öğlen,
kapıya,kapı,ya
köpeğe,köpek,e
içmeden,iç,meden
plan,plan,
açıklayamam,açıkla,yamam
fırsattan,fırsat,tan
altındaki,altın,daki
çalışıyordu,çalış,ıyordu
yakalayamadı,yakala,yamadı
kez,kez,
ah,ah,
ciyakladı,ciyakla,dı
ediyorlar,et,iyorlar
başlarının,baş,larının
taşlarının,taş,larının
lütuf,lütuf,
alması,al,ması
durmuştu,dur,muştu
düşledi,düşle,di
asarak,as,arak
gerçekleşti,gerçekleş,ti
mutlulukla,mutlu,lukla
mahkemeye,mahkeme,ye
düşes,düşes,
kesiliyordu,kes,iliyordu
çıktıklarını,çık,tıklarını
birazdan,biraz,dan
verseydi,ver,seydi
ormandaki,orman,daki
ahbap,ahbap,
hazırdı,hazır,dı
korkarım,kork,arım
baş,baş,
kilide,kilit,e
kilitliydi,kilit,liydi
gitmek,git,mek
kupa,kupa,
tat,tat,
ayağından,ayak,ından
anlıyor,anla,ıyor
yatan,yat,an
derinliğinde,derin,liğinde
döndüğümde,dön,düğümde
bankın,bank,ın
seferki,sefer,ki
çorbaya,çorba,ya
yapamazlar,yap,amazlar
sertçe,sert,çe
uyuklayan,uyukla,yan
hükümdarlığı,hükümdar,lığı
muzaffer,muzaffer,
kriket,kriket,
kumlar,kumla,r
eldivenle,eldiven,le
bekleyeyim,bekle,yeyim
çiçeğinin,çiçek,inin
başlarından,baş,larından
kararlı,kararlı,
kalp,kalp,
efendim,efendi,m
iskambil,iskambil,
yada,yad,a
yazın,yazın,
ihtiyacınız,ihtiyaç,ınız
durmayın,dur,mayın
susun,sus,un
kullandıktan,kullan,dıktan
kanıtlamaz,kanıtla,maz
kesmelisin,kesme,lisin
aramaya,arama,ya
dur,dur,
karşılık,karşılık,
yürüyen,yürü,yen
mutludur,mutlu,dur
dalgacıklar,dalga,cıklar
bile,bile,
anladığı,anla,dığı
anlatmaya,anlat,maya
yaş,yaş,
söylüyordu,söyle,üyordu
büyümem,büyü,mem
haltlar,halt,lar
aç,aç,
şunlar,şu,nlar
çekebilecek,çek,ebilecek
başlarını,baş,larını
böyle,böyle,
üstünden,üstün,den
uzaktan,uzak,tan
şıpırtıları,şıpırtı,ları
yüksek,yüksek,
etrafına,etraf,ına
korunması,koru,nması
dikeninin,diken,inin
önüne,ön,üne
yanıtlar,yanıtla,r
söylediğin,söyle,diğin
bakışlarla,bakış,larla
büyüyorum,büyü,yorum
kuşun,kuş,un
kestiremiyordu,kestir,emiyordu
endişeliydi,endişe,liydi
yaparsanız,yap,arsanız
ormana,orman,a
hayallerini,hayal,lerini
durumdaysa,durum,daysa
kaçıp,kaç,ıp
ıstakozla,ıstakoz,la
oturuverdi,otur,uverdi
indirip,indir,ip
uzaklaşırken,uzak,laşırken
görünmüyorum,gör,ünmüyorum
zorundayım,zor,undayım
konuşmasıydı,konuş,masıydı
kalmıyordu,kal,mıyordu
açılan,açıl,an
kadrili,kadril,i
enine,en,ine
kanıt,kanıt,
ye,ye,
hayali,hayali,
yanıtı,yanıt,ı
boş,boş,
öttürdü,öt,türdü
geçse,geç,se
insan,insan,
bağrışmaya,bağrış,maya
dayayıp,daya,yıp
misiniz,mis,iniz
hakkındaki,hak,kındaki
önemli,önemli,
kalmasıdır,kal,masıdır
atıldı,atıl,dı
kartondan,karton,dan
ellerinde,el,lerinde
olmazdı,ol,mazdı
yanıldığını,yanıl,dığını
çalışabilirsin,çalış,abilirsin
yerleşti,yerleş,ti
dünyayı,dünya,yı
epey,epey,
gördüğümü,gör,düğümü
bilmiyorum,bil,miyorum
ananas,ananas,
hatırlayamıyorum,hatırla,yamıyorum
göremezse,gör,emezse
çenen,çene,n
getirmeye,getir,meye
alıştı,alış,tı
kalabalığın,kalabalık,ın
kuşları,kuş,ları
nereye,nere,ye
konuşabileceğim,konuş,abileceğim
bakınmaya,bakın,maya
beğenirim,beğen,irim
sular,sula,r
iç,iç,
üretiyordu,üret,iyordu
marpucunu,marpuç,unu
terbiyeli,terbiye,li
kesilecekti,kes,ilecekti
sormuştum,sor,muştum
istediğine,iste,diğine
bakınıp,bakın,ıp
sözler,sözle,r
mığrıydı,mık,rıydı
denizin,deniz,in
yazacakları,yaz,acakları
ölçüler,ölçü,ler
çorba,çorba,
istemedi,iste,medi
oğlumu,oğul,umu
mektup,mektup,
lambayla,lamba,yla
içini,için,i
zorundasın,zor,undasın
çatısına,çatı,sına
bildiklerimi,bil,diklerimi
ayrıldıktan,ayrıl,dıktan
yerlerimizi,yer,lerimizi
girişinin,giriş,inin
sıraya,sıra,ya
halimle,halim,le
yağmuru,yağmur,u
gürültüsü,gürültü,sü
doğal,doğal,
kalkarsa,kalk,arsa
fakat,fakat,
kilitler,kilitle,r
çeşitli,çeşitli,
yüzmekten,yüz,mekten
azarlarım,azarla,rım
gününde,günü,nde
etkilemez,etkile,mez
kenarından,kenar,ından
cebine,cebin,e
sıçrayan,sıçra,yan
kahkaha,kahkaha,
ölüm,ölüm,
titreyen,titre,yen
öfkesinden,öfke,sinden
alıyordu,al,ıyordu
saksağan,saksağan,
okuduğunuz,oku,duğunuz
est,es,t
perende,perende,
konuşabilecek,konuş,abilecek
şimdiye,şimdi,ye
durun,duru,n
sanır,sanı,r
işitmedim,işit,medim
kış,kış,
sırıtması,sırıt,ması
salonunda,salon,unda
emirler,emir,ler
bitenlerden,bit,enlerden
gelmiyor,gel,miyor
havuzda,havuz,da
keyiflenince,keyif,lenince
boyunca,boyun,ca
zavallının,zavallı,nın
değişme,değiş,me
gerekmişti,gerek,mişti
kısılır,kısıl,ır
zaten,zaten,
tahtasının,tahta,sının
unuttuğunu,unut,tuğunu
davransın,davran,sın
arasında,ara,sında
olmuştur,ol,muştur
yüklüyorlar,yükle,üyorlar
koyar,koyar,
gördü,gör,dü
tarafına,taraf,ına
çıkıncaya,çıkın,caya
bilgisini,bilgi,sini
duyabiliyordu,duy,abiliyordu
diğerinden,diğer,inden
şeydi,şey,di
boynu,boyun,u
unutmazlar,unut,mazlar
üyelerine,üye,lerine
mezgitle,mezgit,le
öğretmenine,öğretmen,ine
santimetre,santimetre,
ucu,uç,u
tepesinden,tepe,sinden
bükülen,bük,ülen
şeklindeydi,şekli,ndeydi
fareleri,fare,leri
karşılarında,karşı,larında
bilmiyordum,bil,miyordum
açıkladı,açıkla,dı
tarlada,tarla,da
rahatça,rahat,ça
üzerinden,üzeri,nden
şapka,şapka,
koruyun,koru,yun
yakında,yakın,da
uygulanmasını,uygula,nmasını
hayalinde,hayali,nde
kurtulup,kurtul,up
görünüyorlardı,gör,ünüyorlardı
anlamına,anlam,ına
attığını,at,tığını
baksana,bak,sana
yapmak,yap,mak
taşıdı,taşı,dı
öne,ön,e
zehirli,zehir,li
anlam,anlam,
kelimeyi,kelime,yi
karşılaşırsınız,karşılaş,ırsınız
izledi,izle,di
verdiği,ver,diği
gelmediğini,gel,mediğini
tarafındayım,taraf,ındayım
ismi,isim,i
değişiklik,değişik,lik
aramızda,ara,mızda
çıkarırdım,çıkar,ırdım
çocuklarım,çocuk,larım
yazmayı,yazma,yı
verdiğim,ver,diğim
teşekkür,teşekkür,
unutmadığı,unut,madığı
oyuncularla,oyuncu,larla
görünürdü,görünür,dü
kırmızıya,kırmızı,ya
olmuş,ol,muş
tavşanına,tavşan,ına
olduğu,ol,duğu
uzayıp,uza,yıp
fincanı,fincan,ı
suratlı,surat,lı
çare,çare,
başlayalım,başla,yalım
güvenimiz,güven,imiz
mı,mı,
dinlenmek,dinlen,mek
peruğun,peruk,un
çalışmak,çalış,mak
diğerlerinin,diğer,lerinin
bağlı,bağlı,
